37	48	32	34	33	33	38	36	43	32	35	25	33	29	25	35	32	33	47	44	30	43	43	40	46	34	27	18	12	34	27	31	40	36	38	40	28	21	22	36	31	39	42	37	45	49	42	47	49	37	35	34	45	43	53	46	31	50	31	42	43	41	46	53	44	36	44	43	48	46	39	56	49	39	50	39	31	36	36	34	38	35	23	34	35	26	26	36	33	38	30	23	25	53	47	51	36	35	49	40	37	30	26	12	15	31	20	16	13	9	13	15	21	34	51	41	39	44	44	39	44	49	43	45	57	49	53	50	42	29	35	29	23	11	16	7	14	7	11	4	7	2	4	10	9	6	6	3	6	9
30	38	35	46	25	35	43	41	33	45	34	32	24	24	25	36	38	31	37	44	40	52	38	43	42	41	40	14	16	17	38	37	47	39	36	37	26	28	30	30	42	39	40	49	43	34	48	44	38	39	53	44	40	47	34	29	40	35	41	44	44	33	49	56	38	24	37	37	45	59	45	36	46	41	35	23	28	28	39	35	29	27	21	13	19	29	33	31	35	46	25	24	35	43	32	39	51	53	39	32	35	37	24	15	9	13	14	18	12	10	16	21	28	43	32	41	31	40	39	40	45	38	57	36	58	47	56	44	36	42	26	30	14	10	18	14	12	10	8	3	5	9	6	6	6	5	5	7	13	14
40	35	28	33	42	47	35	40	33	32	32	24	19	13	29	38	29	37	43	43	50	35	41	36	42	40	25	22	29	29	39	46	45	37	44	31	22	29	42	37	35	49	40	26	36	39	46	48	41	53	33	32	45	50	35	31	33	47	39	29	36	57	44	41	42	34	39	34	36	33	40	32	54	39	39	39	28	49	45	49	40	37	24	16	27	28	29	40	36	35	32	37	41	43	46	44	30	44	51	52	38	27	15	11	10	15	6	12	11	21	28	30	39	36	40	26	22	24	30	47	41	38	37	45	56	70	41	51	47	41	37	29	19	21	20	6	8	6	6	7	5	5	4	7	6	5	9	8	5	9
43	38	37	48	39	30	36	40	36	39	22	14	10	9	24	28	43	45	45	37	44	47	36	40	35	36	14	16	25	32	37	44	41	34	46	29	48	49	46	31	33	55	37	34	52	52	48	50	45	41	41	34	41	57	38	47	39	40	39	37	40	39	41	38	37	23	35	45	52	36	43	40	50	39	34	31	23	28	38	37	24	22	17	20	22	41	41	46	34	27	26	37	32	47	46	41	46	33	34	32	43	22	9	11	17	9	12	12	14	26	34	43	41	35	40	28	15	24	22	34	44	35	55	55	55	41	59	47	38	36	38	36	9	14	18	11	9	4	8	7	5	3	3	9	7	8	12	15	10	12
41	43	32	40	42	35	40	27	29	31	15	15	10	23	24	28	34	47	40	39	45	42	50	39	39	20	27	19	37	37	36	43	44	44	43	25	36	36	46	37	38	41	38	39	42	39	23	40	38	42	48	40	41	51	48	48	50	32	40	39	44	42	40	33	45	41	45	48	38	35	36	49	48	46	38	21	25	33	30	42	44	25	19	34	33	41	22	33	28	21	23	29	41	47	43	51	48	27	30	47	33	39	20	8	11	11	8	17	17	43	41	45	31	44	35	32	18	16	21	28	37	57	47	43	56	43	37	39	48	53	30	32	27	17	13	10	4	4	3	7	7	4	8	3	12	10	6	4	3	6
48	40	38	36	39	43	32	29	42	27	15	7	5	12	23	42	36	40	43	55	44	42	47	42	41	23	22	22	35	36	31	47	40	50	48	36	43	40	39	57	35	32	30	32	42	34	35	41	41	36	35	24	19	42	32	39	39	45	44	42	54	45	40	49	35	46	48	40	38	40	38	41	42	39	30	19	34	44	38	40	39	24	18	24	34	46	35	34	19	21	34	37	40	49	49	41	44	33	35	33	27	18	24	10	15	9	10	18	25	41	48	42	43	47	41	24	13	14	19	27	52	41	58	59	42	21	31	34	48	46	52	33	18	17	9	16	12	5	5	4	4	4	7	8	12	9	12	8	10	11
50	39	42	39	34	34	26	37	34	29	20	18	8	13	18	38	45	53	48	35	39	30	45	32	29	14	18	26	35	35	46	45	41	45	47	35	27	37	48	37	39	24	21	36	30	39	45	30	31	18	25	26	46	34	32	36	38	45	53	31	50	41	57	42	47	34	39	39	34	45	36	44	34	33	34	22	34	40	43	50	44	34	43	47	44	50	23	34	38	32	34	39	48	42	48	41	27	32	25	27	25	27	10	12	8	8	16	25	41	40	53	49	48	43	43	20	11	11	13	28	48	54	64	61	47	28	27	37	44	42	33	29	21	21	14	17	13	8	8	2	2	6	3	5	7	10	12	15	7	16
43	39	36	38	40	36	30	36	39	34	21	10	5	16	18	28	43	34	48	40	51	43	34	25	43	28	22	33	32	32	49	56	39	38	49	48	37	44	38	34	33	34	19	21	23	28	30	26	22	30	28	29	34	37	35	35	39	43	47	37	49	53	35	39	31	54	40	45	34	38	33	42	38	34	28	31	26	34	37	36	45	38	33	40	34	42	44	38	44	40	50	33	53	47	49	38	46	34	32	28	32	28	8	10	7	13	17	41	29	42	50	42	37	46	30	15	9	15	12	33	36	34	38	44	27	33	50	47	47	50	41	29	16	9	13	14	8	3	4	0	6	8	7	6	10	8	11	13	7	6
50	45	42	36	40	36	31	33	37	30	24	14	9	13	16	29	28	45	49	40	45	54	41	40	45	32	25	27	35	30	45	43	35	48	45	31	30	44	36	45	32	28	18	13	20	15	22	28	25	29	34	40	34	36	40	45	39	33	48	41	32	43	42	32	45	47	35	52	38	39	36	42	38	21	36	36	28	40	43	35	49	37	42	38	24	27	27	50	33	40	53	31	59	44	34	37	43	32	32	29	28	27	19	19	17	21	18	38	37	44	47	42	43	48	28	20	22	19	12	31	20	31	49	37	46	34	42	53	51	43	31	22	17	18	11	7	6	7	4	2	3	6	3	15	9	7	12	12	10	9
48	42	39	44	37	36	39	27	29	25	20	18	17	15	12	16	32	42	34	38	49	40	39	39	36	29	30	20	24	31	32	40	33	28	40	49	48	53	28	33	30	36	33	21	17	20	23	31	56	26	41	43	39	42	27	46	37	53	40	47	57	53	55	49	44	43	31	38	40	45	27	35	21	20	26	40	47	31	44	38	43	35	34	30	26	29	41	49	38	42	34	42	52	44	41	36	35	44	37	18	30	24	32	18	20	26	34	47	49	39	50	43	43	37	29	28	19	35	31	27	18	37	31	47	43	41	38	41	48	47	43	21	25	20	10	8	8	3	8	2	1	5	8	7	10	12	5	8	11	7
36	41	42	37	52	32	35	38	41	31	32	22	24	9	18	18	27	31	43	36	36	32	40	32	37	34	39	22	13	20	22	43	38	42	49	43	43	23	40	39	41	42	53	26	22	20	41	34	45	36	39	36	47	38	39	34	47	45	43	51	50	34	47	34	41	53	42	44	43	49	39	35	19	24	25	32	39	40	44	44	36	40	32	46	29	45	42	34	40	49	33	46	35	29	39	33	42	49	49	40	41	32	30	29	37	37	48	36	30	45	48	44	53	40	41	48	43	42	46	30	24	34	40	49	48	49	49	47	48	51	31	25	19	16	9	10	11	9	10	6	2	5	3	10	15	10	9	9	10	7
48	40	37	39	38	39	32	21	31	26	35	34	27	15	18	23	28	30	35	33	33	32	45	33	49	46	28	15	16	21	37	40	39	48	37	34	41	40	34	29	37	45	36	25	37	35	37	39	33	29	46	48	39	34	48	51	42	29	49	41	36	47	51	29	41	39	32	51	26	42	38	29	27	20	32	39	33	40	42	36	45	34	45	34	39	44	34	53	45	44	38	43	36	42	34	51	49	40	45	40	36	46	48	35	28	48	45	31	38	51	46	52	49	52	48	40	58	43	46	39	29	41	37	53	41	43	48	34	49	46	28	17	16	16	15	14	12	13	8	14	7	6	13	13	8	7	4	8	9	4
