37	50	44	30	46	40	44	44	40	60	29	20	27	18	20	26	31	35	37	33	39	48	45	51	46	39	30	23	39	19	23	41	31	29	29	31	20	28	25	42	41	49	35	44	36	53	56	40	42	44	47	41	42	49	39	33	36	47	43	38	54	48	48	51	44	44	52	45	46	36	39	46	58	39	46	48	50	49	37	39	44	39	46	37	29	39	28	36	39	42	23	30	40	51	43	58	37	50	40	34	41	34	31	27	23	47	48	41	25	35	28	29	32	34	31	26	32	37	31	45	50	45	44	48	51	35	49	50	43	22	21	13	12	14	10	8	2	4	3	2	2	1	0	4	1	1	1	1	1	0
44	37	53	27	55	47	39	50	40	53	40	26	21	23	22	31	33	48	55	39	40	44	47	46	41	39	31	30	27	38	21	42	31	28	20	19	17	22	34	35	46	56	43	56	56	50	48	44	40	42	56	44	49	53	30	37	50	37	57	46	43	59	55	44	45	53	50	38	47	58	40	45	49	35	44	40	35	47	33	49	47	44	30	43	41	42	39	42	37	38	29	26	38	44	43	59	46	55	39	48	35	42	22	29	31	29	42	31	30	36	29	20	29	46	33	25	31	26	32	30	46	26	54	37	42	45	42	44	31	31	20	14	11	4	11	8	3	4	3	4	1	1	1	0	0	0	1	0	0	2
51	47	51	52	41	48	45	59	29	40	24	19	15	18	26	43	47	39	53	44	43	58	51	61	30	42	49	23	19	28	26	34	29	40	43	24	27	23	43	38	46	54	44	57	51	47	42	44	55	48	47	40	40	43	36	42	43	35	38	46	55	54	43	38	45	39	50	56	46	56	55	58	63	45	45	38	52	39	38	62	46	34	33	30	36	36	30	42	27	36	28	27	36	31	53	58	47	41	36	38	42	35	22	21	22	30	24	33	25	30	33	30	48	33	31	25	21	36	30	44	36	48	43	41	52	46	45	49	32	22	23	16	8	16	6	4	3	2	2	2	4	3	1	0	1	1	0	3	1	1
39	53	52	41	43	40	50	46	39	35	31	23	16	31	36	27	37	42	37	59	46	58	50	43	48	38	27	19	33	40	32	30	32	30	24	32	31	41	43	44	39	37	37	37	45	47	51	35	51	52	46	39	32	48	35	47	38	41	36	43	52	53	33	40	53	45	56	57	40	48	48	32	41	48	35	35	38	50	39	41	46	41	41	41	42	34	36	39	35	38	28	40	45	45	44	51	42	38	46	45	29	30	19	13	30	26	36	29	21	32	40	34	44	39	35	30	22	35	33	25	44	47	50	41	49	46	41	25	24	16	16	23	7	12	5	5	5	2	4	1	0	2	2	3	1	0	4	0	1	0
51	49	48	47	54	44	44	50	50	30	28	24	31	25	33	39	39	44	44	44	55	49	66	40	42	32	26	25	50	32	42	28	29	38	38	39	33	33	36	39	39	41	31	44	37	41	45	44	36	52	45	38	39	27	40	39	47	41	56	53	53	48	54	46	43	35	38	55	43	41	44	44	57	48	53	40	29	39	42	44	31	39	35	41	39	43	50	28	35	38	28	38	37	50	48	37	43	41	44	30	34	23	29	25	23	32	25	34	31	42	42	39	36	32	31	36	26	28	31	45	49	47	45	35	37	32	29	43	35	23	19	16	13	9	7	3	2	1	3	0	1	2	0	1	3	3	4	0	3	0
47	48	48	47	57	40	44	35	46	31	27	36	16	30	31	32	49	45	44	48	51	54	45	48	46	45	31	26	32	37	43	34	35	37	31	33	47	41	40	33	52	44	44	40	34	26	35	35	35	30	39	36	35	29	32	29	45	51	59	51	42	47	44	55	49	37	43	36	45	49	55	54	44	65	36	30	37	49	41	43	48	33	42	38	40	42	49	26	28	34	26	35	50	40	48	28	45	40	42	32	29	30	27	26	29	23	23	34	25	49	44	39	34	34	22	28	26	24	36	47	40	42	42	39	37	30	29	24	33	19	20	19	15	6	7	0	0	1	2	1	0	3	0	3	2	1	3	2	1	0
51	45	36	46	43	45	47	37	39	33	31	32	29	28	42	26	42	59	48	51	43	43	45	42	43	38	41	41	35	42	34	37	38	36	35	34	51	33	27	42	32	48	43	30	42	25	27	37	29	29	32	26	32	38	34	31	33	41	51	53	51	64	43	46	51	44	52	38	49	50	66	65	37	44	30	31	30	40	40	31	50	39	44	38	28	39	41	35	36	44	30	43	31	42	58	45	57	55	44	37	28	35	32	30	28	29	17	22	40	42	36	43	42	42	30	25	22	33	32	39	36	44	35	36	36	32	23	23	24	27	29	18	13	6	3	2	1	2	1	1	0	0	1	8	2	2	3	1	1	1
36	44	38	36	42	43	34	34	38	38	29	31	26	34	27	34	27	42	41	62	50	52	46	50	41	39	32	39	34	38	28	31	33	39	50	40	42	41	42	35	45	26	38	31	14	31	22	25	19	25	39	34	41	37	42	30	41	42	42	50	43	57	57	53	37	38	45	40	43	49	46	37	40	53	42	39	33	23	40	35	37	38	48	46	38	39	51	47	47	33	44	41	41	42	46	54	45	51	46	35	44	21	40	35	23	31	30	34	47	52	31	51	46	26	44	25	25	32	28	34	41	36	40	40	34	35	31	30	30	23	21	16	9	8	3	3	2	2	3	2	3	2	0	3	1	4	2	4	0	1
28	35	37	34	44	38	34	33	45	29	34	29	23	32	27	27	47	45	33	47	37	43	49	50	45	52	35	41	41	41	27	35	35	42	35	48	32	47	41	33	36	39	42	29	28	19	30	35	38	23	38	38	41	43	46	44	34	36	42	54	54	53	43	47	49	56	46	49	39	42	40	38	47	52	32	37	35	44	38	44	43	48	46	36	34	39	36	40	33	42	47	38	48	52	53	55	40	48	47	52	36	27	30	32	27	37	26	48	47	35	61	59	43	34	22	34	23	30	36	34	47	44	40	31	44	43	30	33	29	19	17	15	10	9	3	2	3	1	1	1	3	1	0	1	2	0	0	2	0	1
35	34	25	45	36	36	39	36	44	46	26	31	22	20	18	32	31	40	40	41	43	49	36	42	41	38	35	38	36	30	35	47	44	39	50	46	32	53	45	39	46	30	25	27	26	33	24	34	34	38	25	40	49	43	46	46	48	45	46	41	47	50	54	43	45	37	35	50	49	59	52	28	45	27	31	40	26	40	36	35	35	41	47	34	48	40	48	53	39	56	52	43	54	40	55	37	56	43	45	33	46	45	37	32	35	26	37	48	39	58	52	39	48	37	32	34	35	34	32	31	29	40	34	47	31	32	34	30	18	16	15	6	7	7	3	4	1	3	1	1	1	1	2	3	2	1	1	5	3	1
