0	1	0	0	0	2	1	1	1	1	1	0	1	3	5	5	1	2	1	0	0	2	0	4	2	2	10	3	6	9	4	2	5	0	0	1	1	2	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	1	7	7	9	6	4	2	1	4	6	1	5	2	2	0	4	0	2	1	4	0	0	1	0	0	2	0	1	0	1	3	3	1	9	4	6	35	20	12	7	2	1	1	3	1	0	2	3	5	0	6	3	3	5	5	6	10	22	22	31	27	20	18	22	11	6	10	8	9	5	6	4	9	19	8	30	30	38	39	39	37	30	21	14	17	9	12	9	6	7	16	7	14	11	8	7
4	1	0	0	0	0	0	0	0	0	1	0	1	6	3	4	3	1	0	0	1	0	1	2	2	2	2	1	6	4	3	4	2	0	1	1	2	3	3	1	1	1	0	0	1	0	0	0	0	0	0	0	0	3	2	4	3	11	5	1	2	3	1	1	3	0	1	3	1	1	3	1	2	0	1	2	0	0	2	0	0	2	3	0	5	0	5	4	11	17	26	21	14	4	5	1	0	2	2	3	1	6	3	1	3	8	9	7	7	10	17	18	25	22	32	17	19	27	10	9	16	9	9	6	6	3	12	15	23	25	22	33	40	55	40	30	20	17	13	13	16	7	10	12	10	11	5	8	9	11
3	0	0	0	1	0	1	0	1	1	0	0	0	2	3	11	2	1	0	2	0	0	1	0	1	1	2	0	3	3	0	1	1	2	0	4	1	2	1	2	1	1	1	0	0	0	0	0	0	1	4	0	1	2	6	9	9	5	1	1	4	0	1	0	3	0	2	3	0	3	1	5	2	1	1	1	1	2	1	0	0	0	2	1	3	0	4	3	15	25	40	16	9	3	1	1	2	0	2	1	2	3	4	3	8	12	16	5	12	13	11	11	25	35	30	40	35	16	25	13	14	12	4	9	9	6	10	16	19	23	32	42	33	40	42	26	27	14	22	20	13	8	6	4	8	5	18	13	11	12
4	0	0	0	0	0	1	0	1	1	1	1	3	1	1	2	1	0	0	0	1	1	0	0	0	1	2	7	5	0	1	1	3	1	3	4	5	0	3	1	0	1	1	1	0	0	0	1	0	0	0	1	3	1	3	6	4	7	3	6	1	2	2	1	3	5	4	5	4	3	1	0	0	0	2	0	0	1	1	0	2	0	2	0	2	3	7	10	17	27	23	9	13	5	3	2	4	0	1	4	1	5	2	12	12	13	22	17	19	20	19	15	25	28	25	38	37	31	21	16	14	11	12	8	8	11	15	20	16	20	40	53	52	41	34	21	16	16	15	10	11	12	5	9	8	11	8	13	11	14
1	2	0	1	1	0	0	0	2	1	3	2	0	1	2	2	2	0	0	4	0	1	0	1	0	1	6	5	3	0	0	0	1	2	5	1	3	1	1	0	2	0	0	1	0	0	0	2	0	0	1	0	0	4	1	4	9	4	5	2	1	1	1	0	1	6	7	6	3	4	3	0	1	0	0	1	3	2	1	1	3	1	0	0	1	3	9	14	18	38	34	33	19	5	7	3	3	6	2	3	1	6	18	19	19	21	31	28	19	12	17	17	14	25	28	39	38	38	30	23	10	10	3	4	14	15	18	30	33	36	38	50	44	41	42	18	15	7	9	13	9	9	13	14	11	14	14	10	8	9
2	2	4	0	0	0	0	3	1	1	1	3	0	2	0	0	0	1	1	0	1	1	0	0	1	1	3	5	0	3	2	1	1	2	1	0	3	1	3	0	1	0	1	0	0	1	1	1	0	1	0	2	1	2	1	4	1	1	4	1	3	3	2	0	4	5	8	5	1	1	1	0	0	0	0	0	0	0	0	0	1	2	3	1	2	3	10	14	37	28	29	15	11	8	6	0	2	3	0	0	4	8	15	30	38	34	23	35	15	10	11	22	13	20	32	35	41	40	23	18	10	6	7	5	10	13	17	29	34	32	44	36	42	31	36	24	18	12	11	8	8	7	14	6	13	9	11	8	15	20
5	1	0	0	0	1	1	0	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	3	1	4	4	1	1	2	0	2	3	4	2	0	1	0	2	2	2	1	0	0	1	0	0	1	0	1	1	2	0	0	3	4	3	4	2	2	1	6	5	4	3	4	3	4	2	1	0	0	1	0	0	1	2	0	1	0	2	2	0	3	5	11	17	25	15	17	11	16	8	5	2	0	1	4	3	6	12	27	27	39	33	32	16	18	5	15	14	13	14	25	29	33	33	27	16	10	15	8	13	12	16	27	27	30	39	35	50	60	33	20	14	10	15	17	4	10	8	4	12	7	15	12	9	10	13
3	1	1	0	0	2	2	0	0	1	0	0	1	1	4	0	0	0	0	0	0	0	0	1	1	4	7	3	3	2	3	1	2	3	4	0	1	2	2	2	1	1	1	1	2	0	0	0	1	0	1	1	0	1	2	2	1	3	2	1	0	1	1	3	2	8	7	5	4	0	1	0	0	0	1	0	0	0	1	0	0	1	3	3	3	6	14	12	14	10	16	5	8	3	1	5	1	0	4	2	3	21	23	31	35	35	31	20	7	8	10	9	16	23	21	33	40	32	27	18	10	13	17	5	11	9	19	27	36	32	36	48	47	30	25	22	16	14	9	21	10	7	8	11	15	15	10	19	7	19
1	0	0	0	1	0	0	1	0	0	0	2	2	0	1	0	4	3	0	0	1	1	1	3	1	0	4	3	4	2	3	2	2	0	2	0	2	5	0	2	0	2	2	2	1	1	1	0	0	0	2	0	2	0	2	2	2	2	1	0	2	3	1	7	4	4	7	5	1	1	1	1	0	0	1	1	2	1	0	0	2	2	3	3	4	11	13	4	9	4	4	3	2	3	1	3	5	3	2	8	3	17	15	34	28	25	32	13	7	6	5	9	13	29	30	25	28	23	19	20	19	16	14	9	5	15	21	41	33	49	46	51	38	44	21	18	16	17	10	9	6	9	11	10	11	12	11	8	9	5
0	0	0	0	1	1	0	0	2	1	1	0	1	2	2	1	1	0	1	0	3	2	1	1	1	0	6	4	4	2	3	2	1	2	0	1	2	0	4	3	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0	2	0	1	1	0	1	3	3	6	3	2	1	0	1	0	2	1	5	0	0	1	1	2	1	2	6	5	6	6	7	6	3	7	0	3	3	1	0	1	2	5	3	5	19	13	13	17	13	9	8	4	11	8	9	7	19	21	22	26	13	18	26	18	18	25	15	19	20	30	20	35	44	43	49	48	43	24	12	15	16	11	16	12	9	5	14	11	14	8	15	8	7
1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	3	1	3	5	1	0	1	2	1	0	2	1	1	3	5	1	2	2	0	1	1	1	0	2	1	1	0	2	2	1	2	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	2	1	3	3	5	2	2	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	5	4	3	2	2	3	1	0	0	0	3	1	1	2	2	3	8	5	6	10	6	14	10	4	8	6	7	8	8	18	24	25	11	16	10	20	17	29	18	12	17	17	21	33	36	47	50	63	39	57	32	29	15	15	10	13	16	7	14	9	10	16	9	8	9	15	10
