Distance (µm),K Wt%,Li Wt%,C Wt%,O Wt%,F Wt%,Na Wt%,Al Wt%,Si Wt%,
3.2040091231575,1.172972,0,8.445707,0.470315,0.863282,0.025721,0.094197,88.9278,
3.21386761276721,1.026829,0,7.67288,0.145719,1.045588,0.151213,0.061306,89.89646,
3.22372610237693,1.020897,0,7.504572,0.550367,0.529206,0.03894,0,90.35602,
3.23358459198664,0.660449,0,8.703636,0.371797,1.732083,0.276346,0.154787,88.1009,
3.24344308159636,1.165081,0,9.38217,0.176168,1.321316,0.221731,0,87.73354,
3.25330157120607,1.988029,0,7.840732,0.929132,1.053475,0.190911,0.057513,87.94021,
3.26316006081579,1.284003,0,9.307749,0.587555,1.275748,0,0.683182,86.86176,
3.2730185504255,1.279729,0,9.447879,0.553226,1.117062,0.235583,0.590216,86.77631,
3.28287704003522,0.893194,0,8.059855,1.073284,1.211519,0.04426,0.312512,88.40537,
3.29273552964493,0.829113,0,8.19361,0.752365,1.836683,0.113722,0.258074,88.01643,
3.30259401925465,1.181904,0,7.689682,0.872136,1.777852,0.112151,0,88.36627,
3.31245250886437,1.35274,0,8.409677,0.445375,1.169568,0,0,88.62264,
3.32231099847408,1.249948,0,7.480784,0.881113,1.555794,0,0,88.83236,
3.3321694880838,1.029219,0,8.790554,0.948264,2.028278,0.0665,0,87.13718,
3.34202797769351,1.261011,0,10.82376,0.226825,3.28172,0,0,84.40668,
3.35188646730323,2.283328,0,10.20021,0.53351,2.730232,0,0.731281,83.52144,
3.36174495691294,2.048263,0,8.28262,0.519153,2.366485,0.221087,0.044898,86.51749,
3.37160344652266,2.588911,0,9.720534,0.744671,2.072754,0,0,84.87313,
3.38146193613237,1.751241,0,8.755068,0.843387,1.757804,0.219951,0.095262,86.57729,
3.39132042574209,0.838568,0,9.886782,0.43554,2.380166,0.352269,0,86.10667,
3.4011789153518,3.034891,0,10.93273,0.294936,4.826595,0,0.707308,80.20354,
3.41103740496152,3.051323,0,10.58925,0.911957,3.681595,0.327829,0.108001,81.33005,
3.42089589457124,3.010026,0,9.381668,0.284754,3.324957,0.311118,0,83.68748,
3.43075438418095,3.404062,0,12.25245,0.636645,2.985273,0.131004,0.26193,80.32863,
3.44061287379067,2.452675,0,11.54518,1.137973,2.797246,0.148038,0.082239,81.83665,
3.45047136340038,3.268218,0,9.359712,1.023654,2.644977,0.340383,0,83.36305,
3.4603298530101,2.556174,0,11.92071,0.350237,5.761304,0.151106,0.288384,78.97209,
3.47018834261981,3.441219,0,11.68517,1.495087,4.761426,0.358662,0.424638,77.8338,
3.48004683222953,3.108468,0,11.77205,1.090891,5.124369,0.10497,0,78.79926,
3.48990532183924,2.697959,0,11.26552,0.492808,4.634189,0,0.325687,80.58384,
3.49976381144896,3.53145,0,10.9714,0.0661,5.517866,0.278407,0.261388,79.37339,
3.50962230105867,2.598887,0,11.89821,1.529227,3.743485,0,0.458714,79.77148,
3.51948079066839,3.350477,0,14.79285,0.547658,5.818407,0.195382,0,75.29523,
3.5293392802781,3.27749,0,13.15877,1.112342,5.602093,0.014989,0.009412,76.82491,
3.53919776988782,3.460272,0,11.95666,0.945277,5.412585,0,0,78.2252,
3.54905625949754,4.790747,0,12.44791,1.272672,5.036042,0.574577,0,75.87805,
3.55891474910725,3.269568,0,11.55231,1.256675,5.956988,0.224874,0.203181,77.53641,
3.56877323871697,2.358631,0,11.20548,1.835705,5.329296,0,0,79.27088,
3.57863172832668,4.171164,0,14.96695,0.662677,6.676476,0,0.192295,73.33044,
3.5884902179364,4.693699,0,13.97939,0.90797,7.013953,0.241355,0,73.16363,
3.59834870754611,2.762752,0,14.96146,1.41353,5.504541,0,0.572357,74.78535,
3.60820719715583,3.769796,0,14.37678,0.987117,5.455203,0.280596,0.06728,75.06323,
3.61806568676554,3.130081,0,13.49907,1.667875,4.673965,1.039441,0,75.98957,
3.62792417637526,2.558971,0,14.49841,0.744306,5.540578,0.172113,0.586819,75.8988,
3.63778266598497,4.842098,0,15.77997,0.822306,6.269143,0.71139,0,71.5751,
3.64764115559469,3.625264,0,12.85304,0.969012,7.239356,0.157591,0.6754,74.48034,
3.6574996452044,4.261896,0,11.82981,1.383741,6.768227,0.593025,0.844413,74.31889,
3.66735813481412,4.053684,0,15.57228,0.690809,6.373067,0.355832,0,72.95433,
3.67721662442383,5.893088,0,13.12108,1.018088,7.089853,0.390894,0,72.48699,
3.68707511403355,4.00003,0,13.27646,1.47732,6.097027,0.751205,0.051058,74.3469,
3.69693360364327,4.319705,0,16.67512,0.424543,6.171869,0.549682,0,71.85908,
3.70679209325298,3.723943,0,14.82014,0.686404,6.524862,0.617164,0,73.62749,
3.7166505828627,5.186528,0,16.19586,0.872532,5.454232,0,0,72.29086,
3.72650907247241,3.524416,0,15.10571,0.636538,7.595424,0,0.488603,72.64931,
3.73636756208213,6.307837,0,15.98441,0.816386,6.791108,0.246253,0.241155,69.61285,
3.74622605169184,4.21843,0,13.37586,0.802297,6.258493,0.659722,0.218695,74.4665,
3.75608454130156,3.899756,0,17.74159,1.275154,4.418415,0,0.09434,72.57074,
3.76594303091127,3.89149,0,15.79141,1.120242,4.932072,0.2176,0,74.04719,
3.77580152052099,4.181315,0,17.64026,1.457168,5.354688,0.16554,0.143594,71.05743,
3.7856600101307,5.60908,0,15.87897,1.294655,5.236666,0.320234,0.08649,71.57391,
3.79551849974042,3.970561,0,14.63417,0.981446,6.412377,0.408972,0.396978,73.1955,
3.80537698935014,4.990632,0,14.91373,1.464553,6.026316,0.3705,0.328523,71.90575,
3.81523547895985,3.796593,0,15.91752,0.556439,5.180791,0.153221,0,74.39543,
3.82509396856957,4.095855,0,18.05011,0.949294,4.989013,0.219862,0,71.69586,
3.83495245817928,3.779907,0,16.75194,0.699752,4.592128,0.618405,0,73.55787,
3.844810947789,2.997393,0,16.54973,0.777226,4.646306,0.186255,0.113321,74.72977,
3.85466943739871,5.637913,0,16.1632,0.8306,4.684719,0,0.008599,72.67496,
3.86452792700843,3.64707,0,15.77888,0.695865,5.265278,0.191911,0,74.421,
3.87438641661814,3.889921,0,17.03032,0.603683,5.356241,0.016111,0,73.10373,
3.88424490622786,5.227729,0,17.08549,0.620393,4.122723,0.168625,0,72.77505,
3.89410339583757,3.392038,0,13.74137,0.718355,6.761037,0.179675,0,75.20753,
3.90396188544729,4.138777,0,16.9374,0.732249,4.655675,0,0,73.5359,
3.913820375057,3.754373,0,19.62007,1.028128,4.375954,0.035361,0.094279,71.09184,
3.92367886466672,3.389188,0,18.60983,0.679137,4.014411,0.468968,0,72.83846,
3.93353735427644,3.306169,0,19.51347,1.27712,5.70324,0.220441,0.118464,69.8611,
3.94339584388615,3.183599,0,19.96649,0.661457,5.252643,0.057505,0.069544,70.80876,
3.95325433349587,3.377174,0,19.87811,0.240117,4.013323,0.169675,0,72.32159,
3.96311282310558,4.916582,0,18.40888,1.128687,3.881648,0.065625,0,71.59858,
3.9729713127153,3.799464,0,18.55865,0.568438,4.381231,0.176167,0,72.51604,
3.98282980232501,3.984953,0,21.99976,0.696348,4.011801,0.675834,0.293172,68.33813,
3.99268829193473,4.323187,0,19.04178,0.739776,3.96512,0.337462,0,71.59267,
4.00254678154444,4.457405,0,18.06199,1.044428,3.318119,0.194003,0,72.92406,
4.01240527115416,4.387994,0,19.25667,1.392707,5.452803,0.517557,0,68.99226,
4.02226376076387,2.693141,0,20.22901,0.643825,4.222512,0.346828,0.91825,70.94643,
4.03212225037359,2.89565,0,19.70246,0.88651,6.182096,0,0,70.33329,
4.0419807399833,2.795197,0,18.04676,1.22187,4.677997,0,0,73.25817,
4.05183922959302,3.218655,0,18.63016,0.695097,4.427371,0.413207,0,72.61552,
4.06169771920274,4.480436,0,17.10216,1.017575,4.310576,0.647233,0.288539,72.15347,
4.07155620881245,2.590847,0,16.28844,0.873983,6.156441,0.015255,0,74.07504,
4.08141469842217,3.415353,0,18.27266,1.161508,4.35781,0,0,72.79267,
4.09127318803188,3.261721,0,18.72918,1.105488,5.502872,0.399988,0,71.00076,
4.1011316776416,3.960465,0,20.09241,0.96884,4.833954,0.63223,0,69.5121,
4.11099016725131,4.023149,0,18.13361,0.81095,5.634799,0.071748,0,71.32575,
4.12084865686103,3.165004,0,19.50318,0.770291,5.894553,0.407791,0.327586,69.93159,
4.13070714647074,4.707026,0,18.40649,1.267893,4.406356,0.527771,0.229216,70.45525,
4.14056563608046,1.465062,0,19.31535,1.434768,3.941202,0,0,73.84362,
4.15042412569017,2.867311,0,20.61357,1.226931,3.462963,0.797685,0.061795,70.96975,
4.16028261529989,3.785208,0,17.93916,0.665847,4.322245,0,0,73.28754,
4.1701411049096,3.12673,0,18.22103,0.580764,5.616174,0.241071,0.810414,71.40382,
4.17999959451932,3.512802,0,18.3475,0.729506,6.224781,0.154189,0.286931,70.74429,
4.18985808412903,3.834141,0,17.09922,0.465799,3.141633,0,1.082403,74.3768,
4.19971657373875,3.655632,0,19.77496,0.358303,4.738501,0.754272,0.188855,70.52948,
4.20957506334846,3.536108,0,19.67361,0.500318,3.855395,0.70241,0.479217,71.25294,
4.21943355295818,2.69364,0,21.33393,0.833585,5.420197,0.748188,0,68.97046,
4.2292920425679,2.052626,0,18.90856,0.787041,3.196001,0.362336,0.421972,74.27147,
4.23915053217761,3.677336,0,19.72131,0.683482,3.881538,0,0.326877,71.70946,
4.24900902178733,2.345892,0,17.2715,0,3.832949,0,0,76.54966,
4.25886751139704,3.530418,0,17.35435,0.65866,5.214305,0,0,73.24226,
4.26872600100676,2.95534,0,16.4201,1.217883,4.714393,0.122072,0.211615,74.3586,
4.27858449061647,3.384877,0,18.69998,0.476387,3.639917,0.730125,0.001054,73.06766,
4.28844298022619,1.242005,0,18.46763,0.804297,3.018194,0.221619,0.681607,75.56464,
4.2983014698359,2.829098,0,14.69892,1.297919,3.845493,0.348137,0.063335,76.9171,
4.30815995944562,2.1308,0,17.15191,0.054409,4.653975,0,0.506711,75.5022,
4.31801844905533,3.10526,0,19.57119,1.212783,3.65205,0.52755,0.523395,71.40777,
4.32787693866505,3.104939,0,18.66253,0,2.875,0.721553,0.137916,74.49805,
4.33773542827477,1.173798,0,20.02213,0.6584,3.803938,0.338371,0.544254,73.45911,
4.34759391788448,1.119014,0,14.84776,0.99785,2.341019,0.135178,0,80.55918,
4.3574524074942,2.337313,0,17.36891,1.215673,2.657164,0.097285,0,76.32365,
4.36731089710391,2.311795,0,17.97062,0.878598,3.545147,0.939136,0.441721,73.91298,
4.37716938671363,1.956306,0,17.58014,0.269017,4.09544,0.011993,0.097097,75.99001,
4.38702787632334,1.538105,0,15.79776,0.502434,3.815825,0,0,78.34587,
4.39688636593306,3.044526,0,15.66128,0.779148,3.956362,0.164122,0.921287,75.47327,
4.40674485554277,1.899563,0,16.33224,0.801243,1.783076,0,0,79.18388,
4.41660334515249,1.417425,0,16.56291,1.205376,3.024279,0,0.161375,77.62863,
4.4264618347622,1.967934,0,16.34941,0.958445,2.644341,0.527697,0,77.55217,
4.43632032437192,1.76649,0,16.73769,0.262774,4.004564,0.215519,0,77.01296,
4.44617881398163,1.108476,0,14.29037,0.186848,3.526473,0.484513,0.405562,79.99776,
4.45603730359135,2.11485,0,14.9528,0.394567,2.416949,0,0.456904,79.66393,
4.46589579320107,1.877949,0,13.65872,0.546951,2.70956,0.066761,0,81.14006,
4.47575428281078,0.780808,0,15.79634,0.548655,3.271707,0,0.272212,79.33028,
4.4856127724205,1.461169,0,13.96943,1.004031,2.764178,0.053421,0.206378,80.54139,
4.49547126203021,2.099688,0,15.41104,0.346982,3.363732,0.025777,0,78.75278,
4.50532975163993,1.361595,0,16.55784,0.863596,2.738679,0.492531,0,77.98576,
4.51518824124964,1.420282,0,16.5637,1.01889,2.484226,0.099823,0,78.41308,
4.52504673085936,1.419963,0,13.16512,1.075555,2.646353,0,1.160758,80.53225,
4.53490522046907,1.265926,0,13.8687,0.801852,2.842225,0,0.209005,81.01229,
4.54476371007879,1.589103,0,14.06121,0.670229,2.388994,0.13602,0.901361,80.25309,
4.5546221996885,0.496389,0,11.40118,0.323252,2.745944,0,0,85.03323,
4.56448068929822,0.844519,0,14.59012,0.538992,3.207371,0,0.37833,80.44067,
4.57433917890793,0.725119,0,13.17734,0.362832,2.873005,0.343309,0.215969,82.30243,
4.58419766851765,0.158942,0,12.66654,0.388238,4.407796,0.438593,0.004042,81.93585,
4.59405615812737,1.461303,0,12.94506,0.942459,2.949839,0.273962,0.410565,81.01681,
4.60391464773708,0.17375,0,12.95996,0.422422,2.665979,0.056824,0.051652,83.66942,
4.6137731373468,0.196947,0,11.66696,0.413865,3.184088,0,0.518251,84.01989,
4.62363162695651,1.03934,0,13.50492,1.078766,3.698854,0,0.493442,80.18468,
4.63349011656623,2.229309,0,12.6724,0.72381,3.950996,0.164464,0.262958,79.99606,
4.64334860617594,0.308996,0,12.85704,0.301612,5.257174,0,0.465326,80.80986,
4.65320709578566,0.631787,0,11.60247,0.517311,4.591759,0.187973,0.913559,81.55514,
4.66306558539537,1.690529,0,11.63799,0.97215,4.546682,0.575882,0,80.57677,
4.67292407500509,1.852987,0,11.03357,0.793127,3.832837,0,0.113528,82.37395,
4.6827825646148,1.657745,0,11.1072,0.687095,4.220374,0,0,82.32759,
4.69264105422452,1.220822,0,12.56984,0.15595,4.581693,0,0.250521,81.22118,
4.70249954383423,1.654477,0,10.88873,0.736847,4.660617,0.668092,0,81.39124,
4.71235803344395,0.293604,0,11.56723,1.226124,5.662566,0.271392,0.267348,80.71174,
4.72221652305366,2.297915,0,10.31866,0.760762,5.407971,0,0.873877,80.34082,
4.73207501266338,2.184721,0,10.65513,0.428954,4.123022,0.286025,0.47333,81.84882,
4.7419335022731,2.196587,0,11.18291,0.110797,4.49863,0.314853,0.344665,81.35155,
4.75179199188281,1.168,0,10.07913,1.38601,3.453393,0,0.320456,83.59301,
4.76165048149253,1.499038,0,11.01218,0.968729,4.351006,0.184545,0.650666,81.33384,
4.77150897110224,1.770334,0,12.2466,0.674407,4.829061,0,0.596584,79.88302,
4.78136746071196,2.163603,0,9.544827,0.088606,4.37551,0.061722,0.895957,82.86977,
4.79122595032167,1.648763,0,11.54416,0.954287,4.476642,0.080287,0.46106,80.8348,
4.80108443993139,2.106469,0,11.77358,0.318088,5.097802,0.324339,0.005921,80.37379,
4.8109429295411,2.558332,0,12.53341,1.267314,4.168571,0,0.319417,79.15295,
4.82080141915082,3.289327,0,10.11759,0.796724,3.390838,0.019479,0,82.38604,
4.83065990876054,2.221514,0,12.68453,1.079902,4.521303,0.735078,0.714458,78.04321,
4.84051839837025,4.05745,0,12.51861,0.635391,4.683039,0,0.257784,77.84772,
4.85037688797997,4.138733,0,10.42811,0.826393,4.634751,0.242897,0,79.72911,
4.86023537758968,3.625469,0,12.626,1.147783,3.716186,0,0.378823,78.50574,
4.8700938671994,3.011626,0,9.755847,0.876833,4.82554,0,0.408173,81.12198,
4.87995235680911,1.876222,0,13.58615,1.336849,3.042882,0.205373,1.030661,78.92187,
4.88981084641883,3.584849,0,11.53767,0,3.245497,0.019734,0.124966,81.48728,
4.89966933602854,3.643371,0,12.2219,1.007241,4.075754,0.116255,0.941087,77.99439,
4.90952782563826,3.884616,0,11.64691,0.882114,3.960609,0.184468,0.498551,78.94273,
4.91938631524797,3.600927,0,12.28549,1.400314,3.762452,0.355403,0.785715,77.8097,
